,fid,Address,Account Number,Meter Number,Route,Condition,Account_Number,geometry
3330,103,356 OLD DALTON RD,013142,1490632148,79,,,POINT Z (-85.1667039068017 34.3118727432262 0)
3331,104,4 JONES BEND RD,013143,1852319863,79,,,POINT Z (-85.166576740487 34.3117818601844 0)
3332,105,29 JONES BEND RD,013144,1852319188,79,,,POINT Z (-85.166147820225 34.3118545123416 0)
3333,106,37 JONES BEND RD,013145,1490635868,79,,,POINT Z (-85.1659003417509 34.3118752445667 0)
3334,107,45 JONES BEND RD,013146,1490532280,79,,,POINT Z (-85.1655837039215 34.3118422350934 0)
3335,108,59 JONES BEND RD,013147,1490531020,79,,,POINT Z (-85.1652554142252 34.3118642279934 0)
3336,109,71 JONES BEND RD,013148,1490631178,79,,,POINT Z (-85.1648680329044 34.3118686605865 0)
3337,110,81 JONES BEND RD,013149,1852518133,79,,,POINT Z (-85.1644769895326 34.311861027013 0)
3338,111,95 JONES BEND RD,013150,1490542354,79,,,POINT Z (-85.1638315972887 34.311867964186 0)
3339,112,111 JONES BEND RD,013151,1541024086,79,,,POINT Z (-85.1634302444473 34.3119009944829 0)
3340,113,155 JONES BEND RD,013152,1490531340,79,,,POINT Z (-85.1620065802297 34.3118746471933 0)
3341,114,163 JONES BEND RD,013153,1490563644,79,,,POINT Z (-85.1617228558611 34.3118804728488 0)
3342,115,191 JONES BEND RD,013154,1541003234,79,,,POINT Z (-85.1608662786772 34.3118519938482 0)
3343,116,203 JONES BEND RD,013155,1490532302,79,,,POINT Z (-85.1603488656888 34.311861815214 0)
3344,117,223 JONES BEND RD,013156,1490631378,79,,,POINT Z (-85.1599894278851 34.3118859594148 0)
3345,118,237 JONES BEND ROAD,013157,1832236879,79,,,POINT Z (-85.1593758050574 34.3118922487189 0)
3346,119,298 JONES BEND RD,013158,1450069890,79,,,POINT Z (-85.157434136604 34.3123450222826 0)
3347,120,309 JONES BEND RD,129592,1852636049,79,,,POINT Z (-85.1570547455571 34.3126392540453 0)
3348,121,330 JONES BEND RD,013159,1831650647,79,,,POINT Z (-85.1564430514136 34.3124272780026 0)
3349,122,493 JONES BEND RD,013160,1490998562,79,,,POINT Z (-85.1538452428631 34.3129100112453 0)
3350,123,395 JONES BEND RD,013161,1490556022,79,,,POINT Z (-85.154491814782 34.3126995756014 0)
3351,124,417 JONES BEND RD,117649,1490685862,79,,,POINT Z (-85.153827340982 34.3129043250152 0)
3352,125,441 JONES BEND RD,013162,1490676356,79,,,POINT Z (-85.1533338214682 34.3129601389537 0)
3353,126,175 JONES BEND RD,013163,1490668360,79,,,POINT Z (-85.161152473296 34.3120264671475 0)
3354,127,47 JOHNS DRIVE NE,013164,1491462342,79,,,POINT Z (-85.1609852606561 34.3125026110823 0)
3355,128,40 JOHNS DR NE,013165,1852309743,79,,,POINT Z (-85.1611575401837 34.3126328871452 0)
3356,129,47 JOHNS DRIVE NE,013166,1540827112,79,,,POINT Z (-85.1609750421945 34.3126612639839 0)
3357,130,38 JOHNS DRIVE NE,013167,1490636176,79,,,POINT Z (-85.1611429031651 34.3128769682102 0)
3358,131,45 JOHNS DRIVE NE,013168,1490696776,79,,,POINT Z (-85.160976774853 34.3129861393972 0)
3359,132,45 JOHNS DR NE,013169,1852278638,79,,,POINT Z (-85.1609823229575 34.3129795563129 0)
3360,133,36 JOHNS DRIVE NE,013170,1540834760,79,,,POINT Z (-85.1611360140572 34.3130681404636 0)
3361,134,43 JOHNS DRIVE NE,013171,1834501424,79,,,POINT Z (-85.1609915158845 34.3131276246017 0)
3362,135,41 JOHNS DRIVE NE,013172,1490696704,79,,,POINT Z (-85.1610042652241 34.3134354104899 0)
3363,136,34 JOHNS DR,101533,1852308866,79,,,POINT Z (-85.1611476517616 34.3133980426982 0)
3364,137,32 JOHNS DRIVE NE,013173,1470720234,79,,,POINT Z (-85.1611737956033 34.313576946241 0)
3365,138,37 JOHNS DRIVE NE,013174,1491458820,79,,,POINT Z (-85.1610021242826 34.3136930017392 0)
3366,139,28 JOHNS DRIVE NE,013175,1490687736,79,,,POINT Z (-85.1611052770232 34.3139308239059 0)
3367,140,28 JOHNS DRIVE NE,013175,1540765382,79,,,POINT Z (-85.1611207529962 34.3139332568005 0)
3368,141,33 JOHNS DRIVE NE,013176,1490682338,79,,,POINT Z (-85.1609998538012 34.3139369510765 0)
3369,142,31 JOHNS DRIVE NE,013177,1490669248,79,,,POINT Z (-85.1609878799181 34.3142597987537 0)
3370,143,29 JOHNS DRIVE NE,013178,1852304367,79,,,POINT Z (-85.1613841258937 34.3144872419863 0)
3371,144,26 JOHNS DRIVE NE,013179,1852280209,79,,,POINT Z (-85.161457632619 34.3143880665411 0)
3372,145,27 JOHNS DRIVE NE,013180,1540820142,79,,,POINT Z (-85.1616374306899 34.3144798488165 0)
3373,146,18 JOHNS DRIVE NE,013181,1482110972,79,,,POINT Z (-85.1621481398749 34.3143901554868 0)
3374,147,23 JOHNS DRIVE NE,013182,1830671300,79,,,POINT Z (-85.1622648190705 34.3144930221728 0)
3375,148,22 JOHNS DR,110144,1832232337,79,,,POINT Z (-85.1616897491626 34.3143926914442 0)
3376,149,21 JOHNS DRIVE NE,013183,1852545884,79,,,POINT Z (-85.1626047126128 34.3144975401959 0)
3377,150,19 JOHNS DRIVE NE,013184,1490699962,79,,,POINT Z (-85.1628351256001 34.314492695412 0)
3378,151,14 JOHNS DRIVE NE,013185,1490682876,79,,,POINT Z (-85.1628160821683 34.3142738760024 0)
3379,152,15 JOHNS DRIVE NE,013186,1471391290,79,,,POINT Z (-85.1629058430589 34.3142037803125 0)
3380,153,12 JOHNS DRIVE NE,013187,1490682450,79,,,POINT Z (-85.1628047281328 34.3140483885549 0)
3381,154,13 JOHNS DRIVE NE,013188,1490532374,79,,,POINT Z (-85.1629357738064 34.3139833826158 0)
3382,155,10 JOHNS DRIVE NE,013189,1852278647,79,,,POINT Z (-85.1627992421662 34.3137050102275 0)
3383,156,9 JOHNS DRIVE NE,013190,1850635249,79,,,POINT Z (-85.1629170922729 34.3134967693846 0)
3384,157,8 JOHNS DRIVE NE,013191,1490654394,79,,,POINT Z (-85.1627957766439 34.3133440454224 0)
3385,158,7 JOHNS DRIVE NE,013192,1490682452,79,,,POINT Z (-85.1629216343413 34.3131077201078 0)
3386,159,6 JOHNS DRIVE NE,013193,1490677928,79,,,POINT Z (-85.16280313483 34.3130119129868 0)
3387,160,5 JOHNS DR NE,013194,1491456150,79,,,POINT Z (-85.1629283931849 34.3128779006231 0)
3388,161,3 JOHNS DR NE,013195,1831641100,79,,,POINT Z (-85.1629473108312 34.3126496079027 0)
3389,162,4 JOHNS DR,013196,1831077361,79,,,POINT Z (-85.1628006538444 34.31258265187 0)
3390,163,2 JOHNS DR NE,013197,1490677546,79,,,POINT Z (-85.1628042283947 34.3121594564386 0)
3391,164,121 JONES BEND RD,013198,1490677834,79,,,POINT Z (-85.1629419709338 34.3120971519074 0)
3392,165,330 OLD DATON RD,013199,1471920666,79,,,POINT Z (-85.1674251927938 34.3113396584892 0)
3393,166,19 MARK STREET NE,013200,1853091739,79,,,POINT Z (-85.1678368975942 34.3112455729081 0)
3394,167,12 MARK STREET NE,013201,1471610146,79,,,POINT Z (-85.1680295415265 34.3111248082043 0)
3395,168,17 MARK ST NE,013202,1471647000,79,,,POINT Z (-85.1681214606312 34.3112333104667 0)
3396,169,10 MARK STREET NE,013203,1481699248,79,,,POINT Z (-85.1683345813511 34.3111258740664 0)
3397,170,15 MARK STREET NE,013204,1471636692,79,,,POINT Z (-85.1686018088769 34.3112204608579 0)
3398,171,8 MARK STREET NE,013205,1471636824,79,,,POINT Z (-85.1688421679109 34.3111241436253 0)
3399,172,13 MARK STREET NE,013206,1541710070,79,,,POINT Z (-85.1690559481975 34.3112263340534 0)
3400,173,11 MARK STREET NE,013207,1471610364,79,,,POINT Z (-85.1694145427677 34.3112542860309 0)
3401,174,4 MARK STREET NE,013208,1471605738,79,,,POINT Z (-85.1694315225377 34.311122011621 0)
3402,175,9 MARK STREET NE,013209,1410213720,79,,,POINT Z (-85.1697366026729 34.3112415113857 0)
3403,176,11 ORR STREET NE,013210,1471611646,79,,,POINT Z (-85.1698305560481 34.3108548729736 0)
3404,177,9 ORR STREET NE,013211,1852646012,79,,,POINT Z (-85.1698369384991 34.3108235846863 0)
3405,178,7 ORR STREET NE,013212,1471653286,79,,,POINT Z (-85.1698270265931 34.3103928505155 0)
3406,179,8 ORR STREET NE,013213,1471638364,79,,,POINT Z (-85.1696744319748 34.3104267436715 0)
3407,180,6 ORR STREET NE,013214,1410169220,79,,,POINT Z (-85.1696572887826 34.3101051718078 0)
3408,181,6 ORR STREET NE,013215,1832238690,79,,,POINT Z (-85.1696568286175 34.3101026175068 0)
3409,182,5 ORR STREET NE,013216,1471608728,79,,,POINT Z (-85.1698124918826 34.3100374432896 0)
3410,183,4 ORR STREET NE,013217,1471611644,79,,,POINT Z (-85.1696657757891 34.309862341382 0)
3411,184,4 ORR STREET NE,013218,1850264071,79,,,POINT Z (-85.1696664536597 34.3098608146024 0)
3412,185,2 ORR STREET NW,013219,1541005160,79,,,POINT Z (-85.1696829665804 34.3093742143322 0)
3413,186,1 ORR STREET,013220,1471594288,79,,,POINT Z (-85.1698180513581 34.3092462986212 0)
3414,187,72 OLD SCHOOL RD,013221,1471619852,79,,,POINT Z (-85.1701138508077 34.3088857305949 0)
3415,188,66 OLD SCHOOL RD,013222,1831872538,79,,,POINT Z (-85.1703608377699 34.3088578922982 0)
3416,189,65 OLD SCHOOL RD,013223,1471593452,79,,,POINT Z (-85.1703676251342 34.309007752045 0)
3417,190,51 OLD SCHOOL RD,013224,1471652740,79,,,POINT Z (-85.1706281246993 34.3090004957966 0)
3418,191,51 OLD SCHOOL RD,013225,1471629844,79,,,POINT Z (-85.1707717970093 34.3090083799294 0)
3419,192,41 OLD SCHOOL RD,013226,1852307829,79,,,POINT Z (-85.1710177049554 34.3089971951363 0)
3420,193,41 OLD SCHOOL RD,013227,1105126293,79,,,POINT Z (-85.1710971568661 34.3089993853188 0)
3421,194,31 OLD SCHOOL RD,013229,1471638362,79,,,POINT Z (-85.171367952041 34.3090045126529 0)
3422,195,31 OLD SCHOOL RD,013230,1471630540,79,,,POINT Z (-85.1714769065068 34.3090077145851 0)
3423,196,3006 MARTHA BERRY HWY,013231,1831927468,79,,,POINT Z (-85.1717870295825 34.3088796638462 0)
3424,197,3040 MARTHA BERRY HWY,013232,1471631156,79,,,POINT Z (-85.1722494026007 34.3090389098074 0)
3425,198,3096 MARTHA BERRY HWY,013233,1852512141,79,,,POINT Z (-85.1723087511118 34.3094820854065 0)
3426,199,3 MARK STREET NE,013234,1471638366,79,,,POINT Z (-85.1706474126283 34.3112517470095 0)
3427,200,3 MARK STREET NE,013234,1544162898,79,,,POINT Z (-85.1706570007496 34.3112524849134 0)
3428,201,5 MARK ST NW,013235,1471651788,79,,,POINT Z (-85.1703697255652 34.3112532892282 0)
3429,202,310 OLD DALTON RD,013236,1471940948,79,,,POINT Z (-85.1675363567593 34.3110769383079 0)
3430,203,296 OLD DALTON RD,013237,1471940530,79,,,POINT Z (-85.1677789061435 34.3106525271696 0)
3431,204,289 OLD DALTON RD,013238,1852277819,79,,,POINT Z (-85.168170349072 34.3104412182616 0)
3432,205,274 OLD DALTON RD,013239,1471930662,79,,,POINT Z (-85.1681226783469 34.3100587071822 0)
3433,206,277 OLD DALTON RD,013240,1471935928,79,,,POINT Z (-85.1683194555468 34.310149575303 0)
3434,207,260 OLD DALTON RD,013241,1471932600,79,,,POINT Z (-85.16826675145 34.3097993597295 0)
3435,208,257 OLD DALTON RD,013242,1471894454,79,,,POINT Z (-85.1685745708417 34.3097393130814 0)
3436,209,245 OLD DALTON RD,013243,1471936178,79,,,POINT Z (-85.1687372811421 34.3094880161072 0)
3437,210,240 OLD DALTONA RD,013244,1471937718,79,,,POINT Z (-85.1686416026782 34.3092278342035 0)
3438,211,99 OLD SCHOOL RD,013245,1852277785,79,,,POINT Z (-85.1688921881738 34.3092277621549 0)
3439,212,197 OLD DALTON RD,013247,1831299064,79,,,POINT Z (-85.16951199008 34.3084810719512 0)
3440,213,159 OLD DALTON RD,013248,1471920544,79,,,POINT Z (-85.1705518181065 34.3078368740426 0)
3441,214,138 OLD DALTON RD,013249,1471931566,79,,,POINT Z (-85.1709313254887 34.307205481191 0)
3442,215,133 OLD DALTON RD,013250,1471918170,79,,,POINT Z (-85.1712816053434 34.3071724531668 0)
3443,216,133 OLD DALTON RD,013250,1852639259,79,,,POINT Z (-85.1713027883212 34.3071706735562 0)
3444,217,124 OLD DALTON RD,013251,1541008330,79,,,POINT Z (-85.1712639541551 34.3069273616775 0)
3445,218,119 OLD DALTON RD,013252,1471918176,79,,,POINT Z (-85.1716813191145 34.3069075254535 0)
3446,219,116 OLD DALTON RD,013253,1832236324,79,,,POINT Z (-85.1716191452871 34.306681581345 0)
3447,220,101 OLD DALTON RD,013254,1471585568,79,,,POINT Z (-85.1719097351041 34.3067507388667 0)
3448,221,98 OLD DALTON RD,013255,1471935026,79,,,POINT Z (-85.1718383906336 34.3065141094361 0)
3449,222,84 OLD DALTON RD,013256,1471489324,79,,,POINT Z (-85.1720108198092 34.3064187926232 0)
3450,223,3040 MARTHA BERRY HWY,015462,1853021421,79,,,POINT Z (-85.1722586062331 34.3090393986857 0)
3451,224,3146 MARTHA BERRY HWY,105156,1852518311,79,,,POINT Z (-85.1717656434406 34.3123092282634 0)
3452,225,2950 MARTHA BERRY HWY,013257,1471489320,79,,,POINT Z (-85.1731794970246 34.3068341124961 0)
3453,226,2920 MARTHA BERRY HWY,013258,1852309548,79,,,POINT Z (-85.172916026585 34.3059750538118 0)
3454,227,0 OLD DALTON RD,013259,1471488690,79,,,POINT Z (-85.173836378659 34.3054150465191 0)
3455,228,2797 MARTHA BERRY HWY,013261,1852458385,79,,,POINT Z (-85.1761556167825 34.3031278284811 0)
3456,229,2773 MARTHA BERRY HWY,013262,1471500864,79,,,POINT Z (-85.1761532540933 34.3031319296891 0)
3457,230,2797 MARTHA BERRY HWY,013263,1544213512,79,,,POINT Z (-85.1761561726054 34.3031283193842 0)
3458,231,2729 MARTHA BERRY HWY,013264,1850255643,79,,,POINT Z (-85.1767122108103 34.3015875474961 0)
3459,1,2520 SHORTER AVENUE,013268,1832597742,80,,,POINT Z (-85.2409080220366 34.272403826084 0)
3460,2,2520 SHORTER AVENUE,013269,1832325833,80,,,POINT Z (-85.2416124652467 34.2723953735266 0)
3461,3,2524 SHORTER AVENUE,013270,1834488321,80,,,POINT Z (-85.2417473087878 34.2723715739233 0)
3462,4,2526 SHORTER AVE,013271,1834484208,80,,,POINT Z (-85.2421286640936 34.2723804058603 0)
3463,5,2528 SHORTER AVE,013272,1831304452,80,,,POINT Z (-85.2421628576345 34.2723981798913 0)
3464,6,2530 SHORTER AVENUE,013273,1852380857,80,,,POINT Z (-85.242430868231 34.2724152497422 0)
3465,7,2532 SHORTER AVENUE,013274,1491142894,80,,,POINT Z (-85.2431432394745 34.2723994744372 0)
3466,8,2534 SHORTER AVENUE,013275,1834512056,80,,,POINT Z (-85.2431451933622 34.2724029619694 0)
3467,9,2536 SHORTER AVENUE,013276,1542385092,80,,,POINT Z (-85.2433032311304 34.2724023801997 0)
3468,10,2 JORDAN DRIVE,013277,1834487899,80,,,POINT Z (-85.2434758639227 34.2727659019434 0)
3469,11,4 JORDAN DRIVE,013278,1834490051,80,,,POINT Z (-85.2434647989113 34.2729699370832 0)
3470,12,6 JORDAN DRIVE,013279,1834486904,80,,,POINT Z (-85.243424080858 34.2733277696019 0)
3471,13,8 JORDAN DRIVE,013280,1852380282,80,,,POINT Z (-85.2434170016717 34.2734848141174 0)
3472,14,10 JORDAN DRIVE,013281,1834489799,80,,,POINT Z (-85.2433943680361 34.2737292501822 0)
3473,15,12 JORDAN DRIVE,013282,1834480913,80,,,POINT Z (-85.2434000176834 34.2737662088484 0)
3474,16,2542 ALA HWY,015525,1470461528,80,,,POINT Z (-85.2439617348457 34.2724028668205 0)
3475,17,2542 ALA HWY,015525,1831505981,80,,,POINT Z (-85.2439730085657 34.2723980192205 0)
3476,18,2546 SHORTER AVE,013283,1834389560,80,,,POINT Z (-85.2450428474314 34.2723384926744 0)
3477,19,2548 SHORTER AVENUE,013284,1834389283,80,,,POINT Z (-85.2453135960959 34.2722801527198 0)
3478,20,2550 SHORTER AVENUE,013285,1834391395,80,,,POINT Z (-85.2454023512599 34.2722733650722 0)
3479,21,2560 SHORTER AVENUE,013286,1834376284,80,,,POINT Z (-85.2477867528975 34.2718957096781 0)
3480,22,2562 SHORTER AVE,013287,1834389435,80,,,POINT Z (-85.2485544690839 34.271732703457 0)
3481,23,6 EAST DRIVE,013288,1832367714,80,,,POINT Z (-85.2486614202616 34.2724333776963 0)
3482,24,8 EAST DRIVE,013289,1834391772,80,,,POINT Z (-85.2486966008139 34.2725878307412 0)
3483,25,8 EAST DRIVE,013289,73859378,80,,,POINT Z (-85.248673568185 34.2725951379825 0)
3484,26,8 EAST DRIVE,013290,1834384469,80,,,POINT Z (-85.2486699206741 34.2725832116456 0)
3485,27,15 EAST DRIVE,013291,1834485416,80,,,POINT Z (-85.2487808351753 34.2732096650228 0)
3486,28,14 EAST DRIVE,013292,1540573714,80,,,POINT Z (-85.2486810365183 34.2731868710825 0)
3487,29,17 EAST DRIVE,013293,1834388400,80,,,POINT Z (-85.248776677423 34.2734733372098 0)
3488,30,18 EAST DRIVE,013294,1834389308,80,,,POINT Z (-85.2486543793569 34.2735924742034 0)
3489,31,19 EAST DRIVE,013295,1834391486,80,,,POINT Z (-85.2487653040656 34.2738364362782 0)
3490,32,20 WEST DRIVE,013296,1834316561,80,,,POINT Z (-85.2487482218707 34.2738354359761 0)
3491,33,20 EAST DRIVE,013297,1834389378,80,,,POINT Z (-85.2486443747343 34.2738922587164 0)
3492,34,22 WEST DRIVE,013298,1832493993,80,,,POINT Z (-85.2487636410343 34.2739466214055 0)
3493,35,22 EAST DRIVE,013299,1834386622,80,,,POINT Z (-85.2486469811833 34.2741162471168 0)
3494,36,21 EAST DRIVE,013300,1834384405,80,,,POINT Z (-85.2487556729074 34.2741816404271 0)
3495,37,24 EAST DRIVE,013301,1834384768,80,,,POINT Z (-85.2486721738636 34.2743318659148 0)
3496,38,23 EAST DRIVE,013302,1830511033,80,,,POINT Z (-85.2487652902209 34.2743834447117 0)
3497,39,26 EAST DRIVE,013303,1834389592,80,,,POINT Z (-85.2486678972173 34.2744267736999 0)
3498,40,27 EAST DR NW,125120,1832596383,80,,,POINT Z (-85.2487531149856 34.2750488237449 0)
3499,41,28 EAST DRIVE,013304,1831649325,80,,,POINT Z (-85.2486412170167 34.2746042417105 0)
3500,42,25 EAST DRIVE,013305,1834385806,80,,,POINT Z (-85.2487382499023 34.2746150747827 0)
3501,43,32 EAST DRIVE,013306,1834380493,80,,,POINT Z (-85.2486487650054 34.2751408032046 0)
3502,44,34 EAST DR,114102,1542882698,80,,,POINT Z (-85.2486297103351 34.2756266545035 0)
3503,45,36 EAST DRIVE,013307,1834389392,80,,,POINT Z (-85.2486550214486 34.2758030544069 0)
3504,46,38 EAST DRIVE,013308,1834378963,80,,,POINT Z (-85.2486549085129 34.2761108396511 0)
3505,47,39 EAST DRIVE,013309,1450069126,80,,,POINT Z (-85.248759990222 34.2766109174178 0)
3506,48,42 EAST DRIVE,013310,1834382196,80,,,POINT Z (-85.2485815576927 34.2766422555749 0)
3507,49,44 EAST DRIVE,013311,1834383708,80,,,POINT Z (-85.2485765517877 34.2769475854774 0)
3508,50,41 EAST DRIVE,013312,1834384617,80,,,POINT Z (-85.2487771746502 34.2769092174539 0)
3509,51,45 EAST DRIVE,013313,1834383796,80,,,POINT Z (-85.2487302230526 34.2771713949855 0)
3510,52,45 EAST DRIVE,013313,32022336,80,,,POINT Z (-85.2487465703099 34.2771820337646 0)
3511,53,46 EAST DRIVE,112446,1832233168,80,,,POINT Z (-85.2486208708228 34.2771386761374 0)
3512,54,52 EAST DRIVE,013314,1834414305,80,,,POINT Z (-85.2485878093662 34.2777930080437 0)
3513,55,52 EAST DRIVE,013314,36113438,80,,,POINT Z (-85.2486076300885 34.2780887420668 0)
3514,56,51 EAST DR,013315,1834377803,80,,,POINT Z (-85.2487385018356 34.2778897423219 0)
3515,57,53 EAST DRIVE,013316,1430217470,80,,,POINT Z (-85.2487320478478 34.2781061277274 0)
3516,58,53 EAST DRIVE,013316,1541529636,80,,,POINT Z (-85.2487327396637 34.2781058264618 0)
3517,59,58 EAST DRIVE,013317,1834414304,80,,,POINT Z (-85.2486185247001 34.2781059402129 0)
3518,60,60 EAST DRIVE,013318,1834383807,80,,,POINT Z (-85.2485986625937 34.2782581966367 0)
3519,61,55 EAST DRIVE,013319,1834384117,80,,,POINT Z (-85.2487622930453 34.2783840264274 0)
3520,62,62 EAST DRIVE,013320,1834386999,80,,,POINT Z (-85.2486123439775 34.2785595296736 0)
3521,63,63 EAST DRIVE,013322,1852380991,80,,,POINT Z (-85.2489350014723 34.2787870178518 0)
3522,64,59 WEST DR,112891,1470540588,80,,,POINT Z (-85.2498528775971 34.2787272775969 0)
3523,65,59 WEST DR,112891,1542478440,80,,,POINT Z (-85.2498415335066 34.278727314178 0)
3524,66,57 WEST DR,112890,1852382303,80,,,POINT Z (-85.2498468764219 34.2785263476912 0)
3525,67,54 WEST DRIVE,013323,1834384108,80,,,POINT Z (-85.2497003524935 34.2785551326004 0)
3526,68,55 WEST DR,013324,1853111753,80,,,POINT Z (-85.2498856940919 34.2783576940702 0)
3527,69,53 WEST DR,112889,1853110299,80,,,POINT Z (-85.2499143975139 34.2782295897131 0)
3528,70,52 WEST DRIVE,013325,1471395038,80,,,POINT Z (-85.249751154569 34.2782638258838 0)
3529,71,50 WEST DRIVE,013326,1834386773,80,,,POINT Z (-85.2498032274701 34.2780324492334 0)
3530,72,51 WEST DRIVE,013327,1834389065,80,,,POINT Z (-85.2499447796123 34.2779711450628 0)
3531,73,45 WEST DRIVE,013329,1834387189,80,,,POINT Z (-85.2499340422482 34.2771502502328 0)
3532,74,48 WEST DRIVE,013330,1834412537,80,,,POINT Z (-85.2497632300548 34.2771577561572 0)
3533,75,43 WEST DRIVE,013331,1834384482,80,,,POINT Z (-85.2499221097417 34.2768984796552 0)
3534,76,44 WEST DRIVE,013332,1831649335,80,,,POINT Z (-85.2497636444008 34.2768927918973 0)
3535,77,41 WEST DRIVE,013333,1834384208,80,,,POINT Z (-85.2499178591151 34.276647546524 0)
3536,78,39 WEST DRIVE,013334,1852376972,80,,,POINT Z (-85.2499110382066 34.2762682908672 0)
3537,79,37 WEST DRIVE,013335,1834384550,80,,,POINT Z (-85.249808206145 34.2760838271009 0)
3538,80,35 WEST DRIVE,013336,1834388403,80,,,POINT Z (-85.2495546778596 34.2756409972466 0)
3539,81,27 WEST DR,013337,1834390022,80,,,POINT Z (-85.2496570901695 34.274783683117 0)
3540,82,27 WEST DR,013338,1834391193,80,,,POINT Z (-85.2496558721475 34.2747892332566 0)
3541,83,25 WEST DR,013339,1834384461,80,,,POINT Z (-85.2496691672447 34.2746215343367 0)
3542,84,25 WEST DR,013340,1834386628,80,,,POINT Z (-85.249677754176 34.2746180051752 0)
3543,85,24 WEST DRIVE,109390,1105126290,80,,,POINT Z (-85.2495638553961 34.2744072394387 0)
3544,86,23 WEST DR,013341,1834383706,80,,,POINT Z (-85.2497305217957 34.2743448874927 0)
3545,87,23 WEST DR,013342,1834419897,80,,,POINT Z (-85.2497336708932 34.2743411317854 0)
3546,88,21 WEST DR,013343,1834385301,80,,,POINT Z (-85.2497841581339 34.2740182437833 0)
3547,89,21 WEST DR,013344,1834388981,80,,,POINT Z (-85.2497890346186 34.2740197843359 0)
3548,90,19 WEST DR,013345,1834389479,80,,,POINT Z (-85.2498154721764 34.2738033647305 0)
3549,91,19 WEST DR,013346,1834388351,80,,,POINT Z (-85.2498255069582 34.2737937668562 0)
3550,92,18 WEST DR,122993,1830520157,80,,,POINT Z (-85.2496961138067 34.2736608680967 0)
3551,93,17 WEST DR,013347,1834385630,80,,,POINT Z (-85.2498868357247 34.2735068441687 0)
